UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment,TokenizedTweet,Cleantweet
2231,47183,"Liverpool, England",14-03-2020,"Also the fact of ppl panic buying and emptying supermarket shelves is a joke, disgrace, selfish and stupid... Yes I get if you suddenly b come Ill or need to self isolate but Jesus it's only for a week or two! Get a grip! #COVID_19uk #ukcoronavirus #coronavirus #Covid_19",Extremely Negative,"['Also', 'the', 'fact', 'of', 'ppl', 'panic', 'buying', 'and', 'emptying', 'supermarket', 'shelves', 'is', 'a', 'joke', ',', 'disgrace', ',', 'selfish', 'and', 'stupid', '...', 'Yes', 'I', 'get', 'if', 'you', 'suddenly', 'b', 'come', 'Ill', 'or', 'need', 'to', 'self', 'isolate', 'but', 'Jesus', 'it', ""'s"", 'only', 'for', 'a', 'week', 'or', 'two', '!', 'Get', 'a', 'grip', '!', '#', 'COVID_19uk', '#', 'ukcoronavirus', '#', 'coronavirus', '#', 'Covid_19']","Also fact ppl panic buying emptying supermarket shelves joke, disgrace, selfish stupid... Yes get suddenly b come Ill need self isolate Jesus week two! Get grip! #COVID_19uk #ukcoronavirus #coronavirus #Covid_19"
2233,47185,"Pune, India",14-03-2020,"What are business or consumer behaviors that may change permanently due to COVID-19? 
Ex. Remote work, house hunting online, online grocery. 
Explain your reasoning.
#COVID?19 #CoronaVirusUpdates 
#coronavirus #COVID19india",Neutral,"['What', 'are', 'business', 'or', 'consumer', 'behaviors', 'that', 'may', 'change', 'permanently', 'due', 'to', 'COVID-19', '?', 'Ex', '.', 'Remote', 'work', ',', 'house', 'hunting', 'online', ',', 'online', 'grocery', '.', 'Explain', 'your', 'reasoning', '.', '#', 'COVID', '?', '19', '#', 'CoronaVirusUpdates', '#', 'coronavirus', '#', 'COVID19india']","business consumer behaviors may change permanently due COVID-19? Ex. Remote work, house hunting online, online grocery. Explain reasoning. #COVID?19 #CoronaVirusUpdates #coronavirus #COVID19india"
2235,47187,"Ottawa, Ontario, Canada",14-03-2020,Ontario insists there's 'plenty of food' as shoppers rush to stock up due to COVID-19 https://t.co/bDZvOII6bL,Neutral,"['Ontario', 'insists', 'there', ""'s"", ""'plenty"", 'of', 'food', ""'"", 'as', 'shoppers', 'rush', 'to', 'stock', 'up', 'due', 'to', 'COVID-19', 'https', ':', '//t.co/bDZvOII6bL']",Ontario insists there's 'plenty food' shoppers rush stock due COVID-19 https://t.co/bDZvOII6bL
2236,47188,"El Paso, Texas USA",14-03-2020,If necessary stock up on things like hand cleanser food and cleaning supplies but don t worry about face masks or bottles,Negative,"['If', 'necessary', 'stock', 'up', 'on', 'things', 'like', 'hand', 'cleanser', 'food', 'and', 'cleaning', 'supplies', 'but', 'don', 't', 'worry', 'about', 'face', 'masks', 'or', 'bottles']",necessary stock things like hand cleanser food cleaning supplies worry face masks bottles
2237,47189,"Dubai, United Arab Emirates",14-03-2020,"#Covid_19 panic causing people to value their toilet paper over food supplies. ? ?. Instead of limited food and sanitizers, it's instead limited toilet tissues.",Negative,"['#', 'Covid_19', 'panic', 'causing', 'people', 'to', 'value', 'their', 'toilet', 'paper', 'over', 'food', 'supplies', '.', '?', '?', '.', 'Instead', 'of', 'limited', 'food', 'and', 'sanitizers', ',', 'it', ""'s"", 'instead', 'limited', 'toilet', 'tissues', '.']","#Covid_19 panic causing people value toilet paper food supplies. ? ?. Instead limited food sanitizers, instead limited toilet tissues."
2238,47190,Central California,14-03-2020,"Well expected items were out of stock but I was surprised at the overall amount of food, booze, and underwear that were still available  #Coronavirus #COVID19 #Walmart https://t.co/uOypRqiSvR",Positive,"['Well', 'expected', 'items', 'were', 'out', 'of', 'stock', 'but', 'I', 'was', 'surprised', 'at', 'the', 'overall', 'amount', 'of', 'food', ',', 'booze', ',', 'and', 'underwear', 'that', 'were', 'still', 'available', '\x97', '#', 'Coronavirus', '#', 'COVID19', '#', 'Walmart', 'https', ':', '//t.co/uOypRqiSvR']","Well expected items stock surprised overall amount food, booze, underwear still available  #Coronavirus #COVID19 #Walmart https://t.co/uOypRqiSvR"
2239,47191,The Caribbean via Nova Scotia,14-03-2020,"Keys to world domination 
1. Buy stocks in #Dog and #cat #Food
2. Go to #Grocery Store
3. Fill up cart with Dog and Cat food
4. Run around like a nutter, maybe get into a argument 
5. Get someone to video it all and post it to social media 
6. Be #Rich
#coronapocalypse #Covid_19",Negative,"['Keys', 'to', 'world', 'domination', '1', '.', 'Buy', 'stocks', 'in', '#', 'Dog', 'and', '#', 'cat', '#', 'Food', '2', '.', 'Go', 'to', '#', 'Grocery', 'Store', '3', '.', 'Fill', 'up', 'cart', 'with', 'Dog', 'and', 'Cat', 'food', '4', '.', 'Run', 'around', 'like', 'a', 'nutter', ',', 'maybe', 'get', 'into', 'a', 'argument', '5', '.', 'Get', 'someone', 'to', 'video', 'it', 'all', 'and', 'post', 'it', 'to', 'social', 'media', '6', '.', 'Be', '#', 'Rich', '#', 'coronapocalypse', '#', 'Covid_19']","Keys world domination 1. Buy stocks #Dog #cat #Food 2. Go #Grocery Store 3. Fill cart Dog Cat food 4. Run around like nutter, maybe get argument 5. Get someone video post social media 6. #Rich #coronapocalypse #Covid_19"
2240,47192,United States,14-03-2020,"Guy today at Walmart today I saw had in his cart:

-5 loaves of bread
-3 bags if dog food
-20 cans of soup
-4 bottles of salsa

95% sure they are panic buying because of COVID-19.",Negative,"['Guy', 'today', 'at', 'Walmart', 'today', 'I', 'saw', 'had', 'in', 'his', 'cart', ':', '-5', 'loaves', 'of', 'bread', '-3', 'bags', 'if', 'dog', 'food', '-20', 'cans', 'of', 'soup', '-4', 'bottles', 'of', 'salsa', '95', '%', 'sure', 'they', 'are', 'panic', 'buying', 'because', 'of', 'COVID-19', '.']",Guy today Walmart today saw cart: -5 loaves bread -3 bags dog food -20 cans soup -4 bottles salsa 95% sure panic buying COVID-19.
2241,47193,"England, United Kingdom",14-03-2020,@Fiona_Kinghorn @husseyruth Beautiful Ruth. My wellbeing was enhanced with a supermarket conversation with two lovely ladies on how they had setup a Facebook group to help our elders living in bungalows to help with shopping and support. That's the spirit,Extremely Positive,"['@', 'Fiona_Kinghorn', '@', 'husseyruth', 'Beautiful', 'Ruth', '.', 'My', 'wellbeing', 'was', 'enhanced', 'with', 'a', 'supermarket', 'conversation', 'with', 'two', 'lovely', 'ladies', 'on', 'how', 'they', 'had', 'setup', 'a', 'Facebook', 'group', 'to', 'help', 'our', 'elders', 'living', 'in', 'bungalows', 'to', 'help', 'with', 'shopping', 'and', 'support', '.', 'That', ""'s"", 'the', 'spirit']",@Fiona_Kinghorn @husseyruth Beautiful Ruth. wellbeing enhanced supermarket conversation two lovely ladies setup Facebook group help elders living bungalows help shopping support. That's spirit
2243,47195,"London, UK",14-03-2020,"If we have to batten down the hatches for the foreseeable future, i know for a FACT that as long as we have a stock pile of decent crunchy peanut butter, we're gonna make it through unscathed.

What's your Armageddon spread???
????????????

#coronavirus #food",Neutral,"['If', 'we', 'have', 'to', 'batten', 'down', 'the', 'hatches', 'for', 'the', 'foreseeable', 'future', ',', 'i', 'know', 'for', 'a', 'FACT', 'that', 'as', 'long', 'as', 'we', 'have', 'a', 'stock', 'pile', 'of', 'decent', 'crunchy', 'peanut', 'butter', ',', 'we', ""'re"", 'gon', 'na', 'make', 'it', 'through', 'unscathed', '.', 'What', ""'s"", 'your', 'Armageddon', 'spread', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '#', 'coronavirus', '#', 'food']","batten hatches foreseeable future, know FACT long stock pile decent crunchy peanut butter, we're gonna make unscathed. What's Armageddon spread??? ???????????? #coronavirus #food"
2244,47196,"South East, England",14-03-2020,You know what I hate about this COVID-19 panic buying? Ppl leaving their enclaves &amp; going to ethnic shops &amp; buying out a certain type of food. U know by the type of food sold out the group that did it.,Extremely Negative,"['You', 'know', 'what', 'I', 'hate', 'about', 'this', 'COVID-19', 'panic', 'buying', '?', 'Ppl', 'leaving', 'their', 'enclaves', '&', 'amp', ';', 'going', 'to', 'ethnic', 'shops', '&', 'amp', ';', 'buying', 'out', 'a', 'certain', 'type', 'of', 'food', '.', 'U', 'know', 'by', 'the', 'type', 'of', 'food', 'sold', 'out', 'the', 'group', 'that', 'did', 'it', '.']",know hate COVID-19 panic buying? Ppl leaving enclaves &amp; going ethnic shops &amp; buying certain type food. U know type food sold group it.
2245,47197,"Deltona, FL",14-03-2020,Me shopping online since going out won't be an option. #coronapocalypse #coronavirus https://t.co/AbPIEToSCE,Positive,"['Me', 'shopping', 'online', 'since', 'going', 'out', 'wo', ""n't"", 'be', 'an', 'option', '.', '#', 'coronapocalypse', '#', 'coronavirus', 'https', ':', '//t.co/AbPIEToSCE']",shopping online since going option. #coronapocalypse #coronavirus https://t.co/AbPIEToSCE
2246,47198,"Fort Morgan, CO",14-03-2020,The more I see the hysteria over the empty stores unfold the more I think people will start to do more online shopping on amazon &amp; other sites to avoid the lines &amp; people from now on. Even after Covid-19 blows over. #coronavirus #onlineshopping #emptyshelves #COVID19,Extremely Negative,"['The', 'more', 'I', 'see', 'the', 'hysteria', 'over', 'the', 'empty', 'stores', 'unfold', 'the', 'more', 'I', 'think', 'people', 'will', 'start', 'to', 'do', 'more', 'online', 'shopping', 'on', 'amazon', '&', 'amp', ';', 'other', 'sites', 'to', 'avoid', 'the', 'lines', '&', 'amp', ';', 'people', 'from', 'now', 'on', '.', 'Even', 'after', 'Covid-19', 'blows', 'over', '.', '#', 'coronavirus', '#', 'onlineshopping', '#', 'emptyshelves', '#', 'COVID19']",see hysteria empty stores unfold think people start online shopping amazon &amp; sites avoid lines &amp; people on. Even Covid-19 blows over. #coronavirus #onlineshopping #emptyshelves #COVID19
2247,47199,"Wisconsin, USA",14-03-2020,People really out here working for toilet paper. #coronavirus #toiletpaper https://t.co/87USr24bHj,Neutral,"['People', 'really', 'out', 'here', 'working', 'for', 'toilet', 'paper', '.', '#', 'coronavirus', '#', 'toiletpaper', 'https', ':', '//t.co/87USr24bHj']",People really working toilet paper. #coronavirus #toiletpaper https://t.co/87USr24bHj
2249,47201,"Atlanta, GA",14-03-2020,"@ClancyNeil Hahahaha. 

As panic spreads and COVID-19 cripples our dysfunctional healthcare. 

Trainees take solace in the fact you will not go hungry . As long as you come into work +/- pilfer food from Ms X who cant stand the consciency of app",Negative,"['@', 'ClancyNeil', 'Hahahaha', '.', 'As', 'panic', 'spreads', 'and', 'COVID-19', 'cripples', 'our', 'dysfunctional', 'healthcare', '.', 'Trainees', 'take', 'solace', 'in', 'the', 'fact', 'you', 'will', 'not', 'go', 'hungry', '.', 'As', 'long', 'as', 'you', 'come', 'into', 'work', '+/-', 'pilfer', 'food', 'from', 'Ms', 'X', 'who', 'can\x92t', 'stand', 'the', 'consciency', 'of', 'app']",@ClancyNeil Hahahaha. panic spreads COVID-19 cripples dysfunctional healthcare. Trainees take solace fact go hungry . long come work +/- pilfer food Ms X cant stand consciency app
2250,47202,"Hesperia, CA",14-03-2020,"@AskTarget ""coronavirus (COVID-19) testing in select retail locations"" people can get tested in the parking lot? If found positive would a entire store have to shut down due to exposure from the guest(s). Answer at least one of my question.",Positive,"['@', 'AskTarget', '``', 'coronavirus', '(', 'COVID-19', ')', 'testing', 'in', 'select', 'retail', 'locations', ""''"", 'people', 'can', 'get', 'tested', 'in', 'the', 'parking', 'lot', '?', 'If', 'found', 'positive', 'would', 'a', 'entire', 'store', 'have', 'to', 'shut', 'down', 'due', 'to', 'exposure', 'from', 'the', 'guest', '(', 's', ')', '.', 'Answer', 'at', 'least', 'one', 'of', 'my', 'question', '.']","@AskTarget ""coronavirus (COVID-19) testing select retail locations"" people get tested parking lot? found positive would entire store shut due exposure guest(s). Answer least one question."
2251,47203,"Mumbai, India",14-03-2020,Panic in city amid partial lockdown Govt shuts down theatres gyms swimming pools citizens throng stores and supermarkets to stock up on food and essentials,Negative,"['Panic', 'in', 'city', 'amid', 'partial', 'lockdown', 'Govt', 'shuts', 'down', 'theatres', 'gyms', 'swimming', 'pools', 'citizens', 'throng', 'stores', 'and', 'supermarkets', 'to', 'stock', 'up', 'on', 'food', 'and', 'essentials']",Panic city amid partial lockdown Govt shuts theatres gyms swimming pools citizens throng stores supermarkets stock food essentials
2253,47205,Central California,14-03-2020,"Instead of hearing more about the selfish, panicked, terrible side of human behavior that weve seen lately in some grocery store outing observation posts, what have you seen or done that has been helpful for your community? #coronavirus",Extremely Negative,"['Instead', 'of', 'hearing', 'more', 'about', 'the', 'selfish', ',', 'panicked', ',', 'terrible', 'side', 'of', 'human', 'behavior', 'that', 'we\x92ve', 'seen', 'lately', 'in', 'some', 'grocery', 'store', 'outing', 'observation', 'posts', ',', 'what', 'have', 'you', 'seen', 'or', 'done', 'that', 'has', 'been', 'helpful', 'for', 'your', 'community', '?', '#', 'coronavirus']","Instead hearing selfish, panicked, terrible side human behavior weve seen lately grocery store outing observation posts, seen done helpful community? #coronavirus"
2254,47206,"kitchener, ON",14-03-2020,Satureday morning 6:30pm lineup waiting for grocery store to open #covid_19 #doomsdaypreppers #crazy Watch #Instavideo:https://t.co/zMLAYmWFRW https://t.co/CpPpIPgcQs,Neutral,"['Satureday', 'morning', '6:30pm', 'lineup', 'waiting', 'for', 'grocery', 'store', 'to', 'open', '#', 'covid_19', '#', 'doomsdaypreppers', '#', 'crazy', 'Watch', '#', 'Instavideo', ':', 'https', ':', '//t.co/zMLAYmWFRW', 'https', ':', '//t.co/CpPpIPgcQs']",Satureday morning 6:30pm lineup waiting grocery store open #covid_19 #doomsdaypreppers #crazy Watch #Instavideo:https://t.co/zMLAYmWFRW https://t.co/CpPpIPgcQs
2255,47207,"London, England",14-03-2020,"I didn't really need it, just wanted to follow the #trend
#coronavirus #covid_19 #covid_19uk #coronavirusuk #cobrameeting #manylovedoneswilldie #panicbuying #toiletpaper #supermarket #trendy #london #unitedkingdom?? https://t.co/QIGH8xSUEV https://t.co/Of2uQVWOOa",Neutral,"['I', 'did', ""n't"", 'really', 'need', 'it', ',', 'just', 'wanted', 'to', 'follow', 'the', '#', 'trend', '#', 'coronavirus', '#', 'covid_19', '#', 'covid_19uk', '#', 'coronavirusuk', '#', 'cobrameeting', '#', 'manylovedoneswilldie', '#', 'panicbuying', '#', 'toiletpaper', '#', 'supermarket', '#', 'trendy', '#', 'london', '#', 'unitedkingdom', '?', '?', 'https', ':', '//t.co/QIGH8xSUEV', 'https', ':', '//t.co/Of2uQVWOOa']","really need it, wanted follow #trend #coronavirus #covid_19 #covid_19uk #coronavirusuk #cobrameeting #manylovedoneswilldie #panicbuying #toiletpaper #supermarket #trendy #london #unitedkingdom?? https://t.co/QIGH8xSUEV https://t.co/Of2uQVWOOa"
2256,47208,"Wollongong, Australia",14-03-2020,"I shake my head in frustration when I see tweets like, ""Haven't you heard of online shopping?"" I mean, yes, I have. But do you think factory floor workers have COVID-19 immunity? That an Amazon Fulfillment Center filled with people is isolated from the virus? ?",Negative,"['I', 'shake', 'my', 'head', 'in', 'frustration', 'when', 'I', 'see', 'tweets', 'like', ',', '``', 'Have', ""n't"", 'you', 'heard', 'of', 'online', 'shopping', '?', ""''"", 'I', 'mean', ',', 'yes', ',', 'I', 'have', '.', 'But', 'do', 'you', 'think', 'factory', 'floor', 'workers', 'have', 'COVID-19', 'immunity', '?', 'That', 'an', 'Amazon', 'Fulfillment', 'Center', 'filled', 'with', 'people', 'is', 'isolated', 'from', 'the', 'virus', '?', '?']","shake head frustration see tweets like, ""Haven't heard online shopping?"" mean, yes, have. think factory floor workers COVID-19 immunity? Amazon Fulfillment Center filled people isolated virus? ?"
2257,47209,"New York, NY",14-03-2020,"If no one buys anything other than what we need to survive, like food and medicine, then we dont need a economy or the stock market. 

The only reason they are there is so greedy people can play monopoly.

#coronavirus #CoronaOutbreak #COVID19 #MaralagoVirus #Coronials #COVID",Negative,"['If', 'no', 'one', 'buys', 'anything', 'other', 'than', 'what', 'we', 'need', 'to', 'survive', ',', 'like', 'food', 'and', 'medicine', ',', 'then', 'we', 'don\x92t', 'need', 'a', 'economy', 'or', 'the', 'stock', 'market', '.', 'The', 'only', 'reason', 'they', 'are', 'there', 'is', 'so', 'greedy', 'people', 'can', 'play', 'monopoly', '.', '#', 'coronavirus', '#', 'CoronaOutbreak', '#', 'COVID19', '#', 'MaralagoVirus', '#', 'Coronials', '#', 'COVID']","one buys anything need survive, like food medicine, dont need economy stock market. reason greedy people play monopoly. #coronavirus #CoronaOutbreak #COVID19 #MaralagoVirus #Coronials #COVID"
2258,47210,"Uxbridge, London",14-03-2020,"Yesterday we got word that my dad had tested positive for #COVID19 and that he was being hospitalised in Tehran, Iran.

A country that had already been brought to its economic knees as a result of sanctions, now faces a global pandemic without access to basic drugs and equipment.",Positive,"['Yesterday', 'we', 'got', 'word', 'that', 'my', 'dad', 'had', 'tested', 'positive', 'for', '#', 'COVID19', 'and', 'that', 'he', 'was', 'being', 'hospitalised', 'in', 'Tehran', ',', 'Iran', '.', 'A', 'country', 'that', 'had', 'already', 'been', 'brought', 'to', 'its', 'economic', 'knees', 'as', 'a', 'result', 'of', 'sanctions', ',', 'now', 'faces', 'a', 'global', 'pandemic', 'without', 'access', 'to', 'basic', 'drugs', 'and', 'equipment', '.']","Yesterday got word dad tested positive #COVID19 hospitalised Tehran, Iran. country already brought economic knees result sanctions, faces global pandemic without access basic drugs equipment."
